input_text,target_text
<sambas> perumpan,<id> perempuan
<id> ubin porselen,<sambas> tehhel
<sambas> tehhel,<id> ubin porselen
<id> becek,<sambas> lecet
<sambas> lecet,<id> becek
<id> tamparan keras,<sambas> belampang
<sambas> belampang,<id> tamparan keras
<id> ulur,<sambas> jolor
<sambas> jolor,<id> ulur
<id> tidak,<sambas> nda'
<sambas> nda',<id> tidak
<id> pancingan,<sambas> kael
<sambas> kael,<id> pancingan
<id> pemindahan hak,<sambas> hibbah
<sambas> hibbah,<id> pemindahan hak
<id> pemindahan hak,<sambas> hibah
<sambas> hibah,<id> pemindahan hak
<id> membiarkan,<sambas> ngallekan
<sambas> ngallekan,<id> membiarkan
<id> membiarkan,<sambas> miarkan
<sambas> miarkan,<id> membiarkan
<id> cerita,<sambas> kesah
<sambas> kesah,<id> cerita
<id> mata,<sambas> mate
<sambas> mate,<id> mata
<id> bentar,<sambas> bantar
<sambas> bantar,<id> bentar
<id> memancing,<sambas> ngael
<sambas> ngael,<id> memancing
<id> sempoyongan,<sambas> layau
<sambas> layau,<id> sempoyongan
<id> butuh,<sambas> parlu
<sambas> parlu,<id> butuh
<id> banyak,<sambas> melonggok
<sambas> melonggok,<id> banyak
<id> lap lantai,<sambas> peraccak
<sambas> peraccak,<id> lap lantai
<id> meninggalkan,<sambas> ninggalkan
<sambas> ninggalkan,<id> meninggalkan
<id> gelembung,<sambas> kelambong
<sambas> kelambong,<id> gelembung
<id> eceran,<sambas> currai
<sambas> currai,<id> eceran
<id> kuat makan,<sambas> bogoh
<sambas> bogoh,<id> kuat makan
<id> botak,<sambas> langkas
<sambas> langkas,<id> botak
<id> topi,<sambas> somo
<sambas> somo,<id> topi
<id> kram,<sambas> kebiawakkan
<sambas> kebiawakkan,<id> kram
<id> mengamuk,<sambas> ngamok
<sambas> ngamok,<id> mengamuk
<id> ngamuk,<sambas> ngamok
<sambas> ngamok,<id> ngamuk
<id> beberapa,<sambas> beberape
<sambas> beberape,<id> beberapa
<id> basah,<sambas> laccah
<sambas> laccah,<id> basah
<id> singkap,<sambas> babak
<sambas> babak,<id> singkap
<id> dijahit sementara,<sambas> cantum
<sambas> cantum,<id> dijahit sementara
<id> banyak orang,<sambas> berasak
<sambas> berasak,<id> banyak orang
<id> banyak orang,<sambas> brasak
<sambas> brasak,<id> banyak orang
<id> kapur,<sambas> kapor
<sambas> kapor,<id> kapur
<id> iba,<sambas> sagal
<sambas> sagal,<id> iba
<id> iba,<sambas> sogol
<sambas> sogol,<id> iba
<id> memindahkan,<sambas> alehkan
<sambas> alehkan,<id> memindahkan
<id> memindahkan,<sambas> mindahkan
<sambas> mindahkan,<id> memindahkan
<id> tak tentu arah,<sambas> pitau
<sambas> pitau,<id> tak tentu arah
<id> letup,<sambas> lattup
<sambas> lattup,<id> letup
<id> cintanya,<sambas> cintenye
<sambas> cintenye,<id> cintanya
<id> menggaul,<sambas> nggaol
<sambas> nggaol,<id> menggaul
<id> ramah,<sambas> jerampah
<sambas> jerampah,<id> ramah
<id> nyilu,<sambas> ngillo'
<sambas> ngillo',<id> nyilu
<id> ngilu,<sambas> ngillo'
<sambas> ngillo',<id> ngilu
<id> luwak,<sambas> bogoh
<sambas> bogoh,<id> luwak
<id> menang,<sambas> mannang
<sambas> mannang,<id> menang
<id> bengkak,<sambas> bangkak
<sambas> bangkak,<id> bengkak
<id> menggertak,<sambas> ngaggap
<sambas> ngaggap,<id> menggertak
<id> memble,<sambas> incabbi'
<sambas> incabbi',<id> memble
<id> memble,<sambas> incabbik
<sambas> incabbik,<id> memble
<id> ngomel,<sambas> ngerepek
<sambas> ngerepek,<id> ngomel
<id> muka,<sambas> muke
<sambas> muke,<id> muka
<id> terlalu masak,<sambas> kemasakan
<sambas> kemasakan,<id> terlalu masak
<id> melarat,<sambas> melarrat
<sambas> melarrat,<id> melarat
<id> daritadi,<sambas> daritadek
<sambas> daritadek,<id> daritadi
<id> tadi,<sambas> tadek
<sambas> tadek,<id> tadi
<id> tidak jadi,<sambas> asa'
<sambas> asa',<id> tidak jadi
<id> tidak jadi,<sambas> daan jadi
<sambas> daan jadi,<id> tidak jadi
<id> tidak jadi,<sambas> an jadi
<sambas> an jadi,<id> tidak jadi
<id> tidak jadi,<sambas> dak jadi
<sambas> dak jadi,<id> tidak jadi
<id> tidak jadi,<sambas> da' jadi
<sambas> da' jadi,<id> tidak jadi
<id> biasanya,<sambas> biasenye
<sambas> biasenye,<id> biasanya
<id> besok pagi,<sambas> isok pagi
<sambas> isok pagi,<id> besok pagi
<id> bosan,<sambas> baus
<sambas> baus,<id> bosan
<id> bila tu,<sambas> bille ye
<sambas> bille ye,<id> bila tu
<id> selesai,<sambas> lakkak
<sambas> lakkak,<id> selesai
<id> menggesek,<sambas> nggesek
<sambas> nggesek,<id> menggesek
<id> lembab,<sambas> jappo'
<sambas> jappo',<id> lembab
<id> lembab,<sambas> jappok
<sambas> jappok,<id> lembab
<id> singkong,<sambas> bandong
<sambas> bandong,<id> singkong
<id> kesal,<sambas> esap
<sambas> esap,<id> kesal
<id> kesal,<sambas> hesap
<sambas> hesap,<id> kesal
<id> miskin,<sambas> sontok
<sambas> sontok,<id> miskin
<id> mengeras,<sambas> ngarras
<sambas> ngarras,<id> mengeras
<id> kulit sapi,<sambas> kulik sapi
<sambas> kulik sapi,<id> kulit sapi
<id> kasih,<sambas> barek
<sambas> barek,<id> kasih
<id> kasih sayang,<sambas> kaseh sayang
<sambas> kaseh sayang,<id> kasih sayang
<id> hitung,<sambas> reken
<sambas> reken,<id> hitung
<id> hitung,<sambas> itong
<sambas> itong,<id> hitung
<id> hitung,<sambas> itung
<sambas> itung,<id> hitung
<id> cabe,<sambas> cabe'
<sambas> cabe',<id> cabe
<id> cabe,<sambas> cabek
<sambas> cabek,<id> cabe
<id> tidur ya,<sambas> tidok ke
<sambas> tidok ke,<id> tidur ya
<id> menggunakan,<sambas> pakai
<sambas> pakai,<id> menggunakan
<id> menggunakan,<sambas> makai
<sambas> makai,<id> menggunakan
<id> bulu,<sambas> bullu
<sambas> bullu,<id> bulu
<id> chanel tv,<sambas> siaran tv
<sambas> siaran tv,<id> chanel tv
<id> gendong,<sambas> ippak
<sambas> ippak,<id> gendong
<id> gendong,<sambas> ambing
<sambas> ambing,<id> gendong
<id> kenapa,<sambas> ngape
<sambas> ngape,<id> kenapa
<id> kenapa,<sambas> jape
<sambas> jape,<id> kenapa
<id> kenapa,<sambas> jope
<sambas> jope,<id> kenapa
<id> lagi apa,<sambas> agek ape
<sambas> agek ape,<id> lagi apa
<id> lagi apa,<sambas> gek ape
<sambas> gek ape,<id> lagi apa
<id> lagi apa,<sambas> gek ngape
<sambas> gek ngape,<id> lagi apa
<id> lagi apa,<sambas> agek ngape
<sambas> agek ngape,<id> lagi apa
<id> lambung,<sambas> lambong
<sambas> lambong,<id> lambung
<id> cemas,<sambas> cammas
<sambas> cammas,<id> cemas
<id> julur,<sambas> jolor
<sambas> jolor,<id> julur
<id> manja,<sambas> amba'an
<sambas> amba'an,<id> manja
<id> yang itu,<sambas> iye be
<sambas> iye be,<id> yang itu
<id> yang itu,<sambas> yang iye
<sambas> yang iye,<id> yang itu
<id> yang itu,<sambas> nang iye
<sambas> nang iye,<id> yang itu
<id> paman,<sambas> pak tuak
<sambas> pak tuak,<id> paman
<id> beku,<sambas> bakko'
<sambas> bakko',<id> beku
<id> beku,<sambas> bakkok
<sambas> bakkok,<id> beku
<id> tegak,<sambas> caggat
<sambas> caggat,<id> tegak
<id> nyilu,<sambas> nyilok
<sambas> nyilok,<id> nyilu
<id> jendela,<sambas> pelenggokan
<sambas> pelenggokan,<id> jendela
<id> jendela,<sambas> jendele
<sambas> jendele,<id> jendela
<id> bersimpuh,<sambas> besimpoh
<sambas> besimpoh,<id> bersimpuh
<id> semasa,<sambas> gek
<sambas> gek,<id> semasa
<id> nekat,<sambas> nekat
<sambas> nekat,<id> nekat
<id> hujam,<sambas> tujjah
<sambas> tujjah,<id> hujam
<id> setia,<sambas> setie
<sambas> setie,<id> setia
<id> menoleh,<sambas> kalleh
<sambas> kalleh,<id> menoleh
<id> daun ubi,<sambas> cok bandong
<sambas> cok bandong,<id> daun ubi
<id> mengganggu,<sambas> ngacau
<sambas> ngacau,<id> mengganggu
<id> lengan,<sambas> langan
<sambas> langan,<id> lengan
<id> sendiri,<sambas> sorang
<sambas> sorang,<id> sendiri
<id> sendiri,<sambas> senyorang
<sambas> senyorang,<id> sendiri
<id> biawak,<sambas> biawak
<sambas> biawak,<id> biawak
<id> guna-guna,<sambas> gunne-gunne
<sambas> gunne-gunne,<id> guna-guna
<id> menganyam,<sambas> mengepang
<sambas> mengepang,<id> menganyam
<id> mengayam,<sambas> kepang
<sambas> kepang,<id> mengayam
<id> tinggal,<sambas> tinggal
<sambas> tinggal,<id> tinggal
<id> alu,<sambas> alo'
<sambas> alo',<id> alu
<id> bukan begitu,<sambas> ndak ke
<sambas> ndak ke,<id> bukan begitu
<id> bukan begitu,<sambas> bukan geye
<sambas> bukan geye,<id> bukan begitu
<id> menelusuri silsilah,<sambas> bejelujjor
<sambas> bejelujjor,<id> menelusuri silsilah
<id> sambal,<sambas> sambal
<sambas> sambal,<id> sambal
<id> mengeram,<sambas> ngarram
<sambas> ngarram,<id> mengeram
<id> tidah tahu,<sambas> daan tau
<sambas> daan tau,<id> tidah tahu
<id> masuk dengan mulus,<sambas> bedallok
<sambas> bedallok,<id> masuk dengan mulus
<id> jenguk,<sambas> jangok
<sambas> jangok,<id> jenguk
<id> permen,<sambas> guyuman
<sambas> guyuman,<id> permen
<id> permen,<sambas> gule-gule
<sambas> gule-gule,<id> permen
<id> melejit,<sambas> laccut
<sambas> laccut,<id> melejit
<id> berantem,<sambas> betangkar
<sambas> betangkar,<id> berantem
<id> berantem,<sambas> beramok
<sambas> beramok,<id> berantem
<id> ibu,<sambas> umak
<sambas> umak,<id> ibu
<id> mentah,<sambas> manta'
<sambas> manta',<id> mentah
<id> mentah,<sambas> mantak
<sambas> mantak,<id> mentah
<id> lebai,<sambas> labbai
<sambas> labbai,<id> lebai
<id> lebai,<sambas> labbay
<sambas> labbay,<id> lebai
<id> tidak ada sama sekali,<sambas> disse' lalu
<sambas> disse' lalu,<id> tidak ada sama sekali
<id> tidak ada sama sekali,<sambas> sian lalu
<sambas> sian lalu,<id> tidak ada sama sekali
<id> tidak ada sama sekali,<sambas> engkoset
<sambas> engkoset,<id> tidak ada sama sekali
<id> akan,<sambas> mao'
<sambas> mao',<id> akan
<id> akan,<sambas> na'
<sambas> na',<id> akan
<id> busuk,<sambas> lassot
<sambas> lassot,<id> busuk
<id> bergantian,<sambas> belalle'
<sambas> belalle',<id> bergantian
<id> memegang,<sambas> migang
<sambas> migang,<id> memegang
<id> mengoyakkan,<sambas> ngoyakkan
<sambas> ngoyakkan,<id> mengoyakkan
<id> muka,<sambas> mukke
<sambas> mukke,<id> muka
<id> rintik,<sambas> rintik
<sambas> rintik,<id> rintik
<id> damai,<sambas> akor
<sambas> akor,<id> damai
<id> berlari,<sambas> becacak
<sambas> becacak,<id> berlari
<id> nyenyak,<sambas> nyannya'
<sambas> nyannya',<id> nyenyak
<id> ukuran terlalu besar,<sambas> gelebor
<sambas> gelebor,<id> ukuran terlalu besar
<id> ukuran terlalu besar,<sambas> ngelebor
<sambas> ngelebor,<id> ukuran terlalu besar
<id> perjaka,<sambas> bujang
<sambas> bujang,<id> perjaka
<id> longgar,<sambas> lamber
<sambas> lamber,<id> longgar
<id> pelacur,<sambas> moler
<sambas> moler,<id> pelacur
<id> malu,<sambas> kassang
<sambas> kassang,<id> malu
<id> pajak,<sambas> cukkai
<sambas> cukkai,<id> pajak
<id> download,<sambas> donlod
<sambas> donlod,<id> download
<id> petir,<sambas> panah lentar
<sambas> panah lentar,<id> petir
<id> sekarang,<sambas> itok
<sambas> itok,<id> sekarang
<id> mengeluarkan isi,<sambas> ngeluarkan isek
<sambas> ngeluarkan isek,<id> mengeluarkan isi
<id> luka atau koreng yang makin membesar,<sambas> meluak
<sambas> meluak,<id> luka atau koreng yang makin membesar
<id> bahasa Indonesia,<sambas> bahase indonesia
<sambas> bahase indonesia,<id> bahasa Indonesia
<id> dada,<sambas> dade
<sambas> dade,<id> dada
<id> tikar terbuat dari rotan,<sambas> bidai
<sambas> bidai,<id> tikar terbuat dari rotan
<id> rata,<sambas> leper
<sambas> leper,<id> rata
<id> tanya jawab,<sambas> tanyak jawab
<sambas> tanyak jawab,<id> tanya jawab
<id> celana kolor,<sambas> kato' kolor
<sambas> kato' kolor,<id> celana kolor
<id> celana kolor,<sambas> katok kolor
<sambas> katok kolor,<id> celana kolor
<id> hembat,<sambas> ambat
<sambas> ambat,<id> hembat
<id> coba,<sambas> tarai
<sambas> tarai,<id> coba
<id> coba,<sambas> nyobe
<sambas> nyobe,<id> coba
<id> sifat,<sambas> perangai
<sambas> perangai,<id> sifat
<id> masukkan keair,<sambas> callup
<sambas> callup,<id> masukkan keair
<id> ani-ani,<sambas> katam
<sambas> katam,<id> ani-ani
<id> gimana,<sambas> gimane
<sambas> gimane,<id> gimana
<id> jangkau,<sambas> nyangkau
<sambas> nyangkau,<id> jangkau
<id> getuk,<sambas> kattok
<sambas> kattok,<id> getuk
<id> mengisi,<sambas> ngisse'
<sambas> ngisse',<id> mengisi
<id> lembek,<sambas> lammau
<sambas> lammau,<id> lembek
<id> bersuami,<sambas> belaki
<sambas> belaki,<id> bersuami
<id> mengunjungi,<sambas> mantau
<sambas> mantau,<id> mengunjungi
<id> mengunjungi,<sambas> ngunjungek
<sambas> ngunjungek,<id> mengunjungi
<id> tersandar,<sambas> tesende'
<sambas> tesende',<id> tersandar
<id> tersandar,<sambas> tesandar
<sambas> tesandar,<id> tersandar
<id> teriak,<sambas> ngeraok
<sambas> ngeraok,<id> teriak
<id> lewat batas,<sambas> lampis
<sambas> lampis,<id> lewat batas
<id> lewat batas,<sambas> lampus
<sambas> lampus,<id> lewat batas
<id> perang,<sambas> parrang
<sambas> parrang,<id> perang
<id> keluarga benar-benar seketurunan,<sambas> antak-antak
<sambas> antak-antak,<id> keluarga benar-benar seketurunan
<id> getah,<sambas> gatah
<sambas> gatah,<id> getah
<id> kumis,<sambas> somet
<sambas> somet,<id> kumis
<id> hampir tenggelam,<sambas> amper tengalam
<sambas> amper tengalam,<id> hampir tenggelam
<id> melakukan sesuatu yang tidak sesuai kemampuan,<sambas> birawe
<sambas> birawe,<id> melakukan sesuatu yang tidak sesuai kemampuan
<id> banyak gaya,<sambas> berawe
<sambas> berawe,<id> banyak gaya
<id> sok bisa,<sambas> berawe
<sambas> berawe,<id> sok bisa
<id> ompong,<sambas> ronga'
<sambas> ronga',<id> ompong
<id> rezeki,<sambas> tuah
<sambas> tuah,<id> rezeki
<id> pesanan,<sambas> pasannan
<sambas> pasannan,<id> pesanan
<id> monyong,<sambas> tebirrong
<sambas> tebirrong,<id> monyong
<id> untung banyak,<sambas> congkoi
<sambas> congkoi,<id> untung banyak
<id> kokoh,<sambas> taggap
<sambas> taggap,<id> kokoh
<id> robek,<sambas> koyak
<sambas> koyak,<id> robek
<id> besar kemauan,<sambas> berawe
<sambas> berawe,<id> besar kemauan
<id> Asal-usul,<sambas> asal usol
<sambas> asal usol,<id> Asal-usul
<id> alang kepalang,<sambas> alang-alang
<sambas> alang-alang,<id> alang kepalang
<id> menggaet,<sambas> ngaik
<sambas> ngaik,<id> menggaet
<id> terciduk,<sambas> teciduk
<sambas> teciduk,<id> terciduk
<id> banci,<sambas> bencong
<sambas> bencong,<id> banci
<id> celana dalam,<sambas> kato' sampak
<sambas> kato' sampak,<id> celana dalam
<id> tidak lurus,<sambas> berot
<sambas> berot,<id> tidak lurus
<id> tidak lurus,<sambas> miring
<sambas> miring,<id> tidak lurus
<id> tidak lurus,<sambas> singgit
<sambas> singgit,<id> tidak lurus
<id> pantang menolak tawaran,<sambas> kemponan
<sambas> kemponan,<id> pantang menolak tawaran
<id> kecebong,<sambas> murrek
<sambas> murrek,<id> kecebong
<id> kecebong,<sambas> murek
<sambas> murek,<id> kecebong
<id> ramai,<sambas> ramai
<sambas> ramai,<id> ramai
<id> ramai,<sambas> bejibun
<sambas> bejibun,<id> ramai
<id> hindar,<sambas> ngelak
<sambas> ngelak,<id> hindar
<id> tidak usah,<sambas> sodah
<sambas> sodah,<id> tidak usah
<id> tidak usah,<sambas> daan jareh
<sambas> daan jareh,<id> tidak usah
<id> bugil,<sambas> bogel
<sambas> bogel,<id> bugil
<id> benda,<sambas> bande
<sambas> bande,<id> benda
<id> bodoh,<sambas> babbang
<sambas> babbang,<id> bodoh
<id> 1 ribu,<sambas> seribu
<sambas> seribu,<id> 1 ribu
<id> melalui,<sambas> melaluek
<sambas> melaluek,<id> melalui
<id> melalui,<sambas> melewatek
<sambas> melewatek,<id> melalui
<id> rasa asam,<sambas> masam
<sambas> masam,<id> rasa asam
<id> sekarang kamu,<sambas> itok kau
<sambas> itok kau,<id> sekarang kamu
<id> sangat lelah,<sambas> bungol
<sambas> bungol,<id> sangat lelah
<id> sangat lelah,<sambas> kapak inyan
<sambas> kapak inyan,<id> sangat lelah
<id> bolong,<sambas> passok
<sambas> passok,<id> bolong
<id> bersenggolan kuat,<sambas> berampok
<sambas> berampok,<id> bersenggolan kuat
<id> tikar,<sambas> belungkur
<sambas> belungkur,<id> tikar
<id> tikar,<sambas> belungkor
<sambas> belungkor,<id> tikar
<id> paksakan diri,<sambas> kuatte'
<sambas> kuatte',<id> paksakan diri
<id> paksakan diri,<sambas> kuattek
<sambas> kuattek,<id> paksakan diri
<id> paksakan diri,<sambas> nguatte'
<sambas> nguatte',<id> paksakan diri
<id> paksakan diri,<sambas> nguattek
<sambas> nguattek,<id> paksakan diri
<id> keriput,<sambas> keriput
<sambas> keriput,<id> keriput
<id> keriput,<sambas> peot
<sambas> peot,<id> keriput
<id> keriput,<sambas> ngerenyot
<sambas> ngerenyot,<id> keriput
<id> bedong,<sambas> baddong
<sambas> baddong,<id> bedong
<id> dahan,<sambas> cabang
<sambas> cabang,<id> dahan
<id> hantu kambing,<sambas> antu kambe'
<sambas> antu kambe',<id> hantu kambing
<id> jijik,<sambas> gatik
<sambas> gatik,<id> jijik
<id> memberi sesajen,<sambas> ancak
<sambas> ancak,<id> memberi sesajen
<id> memberi sesajen,<sambas> nyemah
<sambas> nyemah,<id> memberi sesajen
<id> hilang,<sambas> lanyap
<sambas> lanyap,<id> hilang
<id> busuk,<sambas> burrok
<sambas> burrok,<id> busuk
<id> sadar,<sambas> melade
<sambas> melade,<id> sadar
<id> capung,<sambas> ncibbi'
<sambas> ncibbi',<id> capung
<id> capung,<sambas> ncibbik
<sambas> ncibbik,<id> capung
<id> capung,<sambas> incibbik
<sambas> incibbik,<id> capung
<id> menenteng,<sambas> ncibbi'
<sambas> ncibbi',<id> menenteng
<id> menenteng,<sambas> incibbi'
<sambas> incibbi',<id> menenteng
<id> menenteng,<sambas> ncibbik
<sambas> ncibbik,<id> menenteng
<id> menenteng,<sambas> incibbik
<sambas> incibbik,<id> menenteng
<id> serta,<sambas> serte
<sambas> serte,<id> serta
<id> lobang,<sambas> lubang
<sambas> lubang,<id> lobang
<id> lobang,<sambas> lubbang
<sambas> lubbang,<id> lobang
<id> kancil,<sambas> kancel
<sambas> kancel,<id> kancil
<id> meras,<sambas> maras
<sambas> maras,<id> meras
<id> kokoh,<sambas> kukkoh
<sambas> kukkoh,<id> kokoh
<id> zaman dahulu,<sambas> gekmarek
<sambas> gekmarek,<id> zaman dahulu
<id> mancing,<sambas> ngael
<sambas> ngael,<id> mancing
<id> berkumpul,<sambas> ngerumun
<sambas> ngerumun,<id> berkumpul
<id> berkumpul,<sambas> bekumpol
<sambas> bekumpol,<id> berkumpul
<id> sangat panas,<sambas> panas inyan
<sambas> panas inyan,<id> sangat panas
<id> bulan lalu,<sambas> bulan lalu
<sambas> bulan lalu,<id> bulan lalu
<id> terlanjur,<sambas> telanjor
<sambas> telanjor,<id> terlanjur
<id> terlanjur,<sambas> pale-palenye
<sambas> pale-palenye,<id> terlanjur
<id> cari,<sambas> carek
<sambas> carek,<id> cari
<id> tersandung kaki sendiri,<sambas> tekahel
<sambas> tekahel,<id> tersandung kaki sendiri
<id> bukan main,<sambas> nammekan
<sambas> nammekan,<id> bukan main
<id> bukan main,<sambas> bukan maing
<sambas> bukan maing,<id> bukan main
<id> mahkota,<sambas> mahkote
<sambas> mahkote,<id> mahkota
<id> ringkasan,<sambas> ihtiar
<sambas> ihtiar,<id> ringkasan
<id> sombong,<sambas> kerewak
<sambas> kerewak,<id> sombong
<id> berlobang,<sambas> cabbok
<sambas> cabbok,<id> berlobang
<id> kemasakan,<sambas> muddoh
<sambas> muddoh,<id> kemasakan
<id> jarrik,<sambas> kejarrik
<sambas> kejarrik,<id> jarrik
<id> diikat kencang,<sambas> kamput
<sambas> kamput,<id> diikat kencang
<id> tergeletak,<sambas> teledak
<sambas> teledak,<id> tergeletak
<id> jentik-jentik,<sambas> ngkattek
<sambas> ngkattek,<id> jentik-jentik
<id> main-main,<sambas> maing-maing
<sambas> maing-maing,<id> main-main
<id> semacam,<sambas> bangse
<sambas> bangse,<id> semacam
<id> semacam,<sambas> macam nak
<sambas> macam nak,<id> semacam
<id> untaian,<sambas> jumbai
<sambas> jumbai,<id> untaian
<id> canting,<sambas> kaleng
<sambas> kaleng,<id> canting
<id> hilang,<sambas> illang
<sambas> illang,<id> hilang
<id> memakan makanan kotor yang tergeletak dilantai,<sambas> ngguti'
<sambas> ngguti',<id> memakan makanan kotor yang tergeletak dilantai
<id> azimat,<sambas> jimmat
<sambas> jimmat,<id> azimat
<id> menghisap permen,<sambas> guyyum
<sambas> guyyum,<id> menghisap permen
<id> kebun,<sambas> kabbon
<sambas> kabbon,<id> kebun
<id> campur,<sambas> camput
<sambas> camput,<id> campur
<id> raut muka kecewa,<sambas> melebek
<sambas> melebek,<id> raut muka kecewa
<id> bodoh,<sambas> bodol
<sambas> bodol,<id> bodoh
<id> kampong,<sambas> kampung
<sambas> kampung,<id> kampong
<id> teriak,<sambas> keraok
<sambas> keraok,<id> teriak
<id> beli,<sambas> balli
<sambas> balli,<id> beli
<id> beli,<sambas> mali
<sambas> mali,<id> beli
<id> beli,<sambas> malli
<sambas> malli,<id> beli
<id> beli,<sambas> mballi
<sambas> mballi,<id> beli
<id> beli,<sambas> mbali
<sambas> mbali,<id> beli
<id> ukur,<sambas> takar
<sambas> takar,<id> ukur
<id> ukur,<sambas> ukor
<sambas> ukor,<id> ukur
<id> berdiri,<sambas> bediri
<sambas> bediri,<id> berdiri
<id> brewok,<sambas> rongos
<sambas> rongos,<id> brewok
<id> gingsul,<sambas> tukak
<sambas> tukak,<id> gingsul
<id> jendela,<sambas> pennyawan
<sambas> pennyawan,<id> jendela
<id> mondar mandir,<sambas> kenining
<sambas> kenining,<id> mondar mandir
<id> gores,<sambas> coreng
<sambas> coreng,<id> gores
<id> tergores,<sambas> tecoreng
<sambas> tecoreng,<id> tergores
<id> sempat,<sambas> sampat
<sambas> sampat,<id> sempat
<id> hama tanaman,<sambas> mpangau
<sambas> mpangau,<id> hama tanaman
<id> hama tanaman,<sambas> impangau
<sambas> impangau,<id> hama tanaman
<id> hama,<sambas> bangas
<sambas> bangas,<id> hama
<id> tidak bisa diam,<sambas> lisse
<sambas> lisse,<id> tidak bisa diam
<id> buah,<sambas> buah
<sambas> buah,<id> buah
<id> elastis,<sambas> nyunyut
<sambas> nyunyut,<id> elastis
<id> potong halus-halus,<sambas> cancang
<sambas> cancang,<id> potong halus-halus
<id> potong halus-halus,<sambas> nyancang
<sambas> nyancang,<id> potong halus-halus
<id> bilas,<sambas> billas
<sambas> billas,<id> bilas
<id> bergantian,<sambas> balallek
<sambas> balallek,<id> bergantian
<id> kelilipan,<sambas> kelimpanan
<sambas> kelimpanan,<id> kelilipan
<id> genggam,<sambas> ganggam
<sambas> ganggam,<id> genggam
<id> menggenggam,<sambas> nganggam
<sambas> nganggam,<id> menggenggam
<id> lembar,<sambas> lambar
<sambas> lambar,<id> lembar
<id> kelihatan,<sambas> nampak
<sambas> nampak,<id> kelihatan
<id> kelihatan,<sambas> keliatan
<sambas> keliatan,<id> kelihatan
<id> kerak,<sambas> karrak
<sambas> karrak,<id> kerak
<id> tengah hari,<sambas> luhhor
<sambas> luhhor,<id> tengah hari
<id> tengah hari,<sambas> tangah ari
<sambas> tangah ari,<id> tengah hari
<id> hello,<sambas> halo
<sambas> halo,<id> hello
<id> laksa,<sambas> lakse
<sambas> lakse,<id> laksa
<id> menukar,<sambas> nukarre'
<sambas> nukarre',<id> menukar
<id> menukar,<sambas> nukarrek
<sambas> nukarrek,<id> menukar
<id> menukar,<sambas> nukarkan
<sambas> nukarkan,<id> menukar
<id> kayu penyangga atap,<sambas> jannang
<sambas> jannang,<id> kayu penyangga atap
<id> menghentak,<sambas> ngantak
<sambas> ngantak,<id> menghentak
<id> sinting,<sambas> paning
<sambas> paning,<id> sinting
<id> cepat,<sambas> melasut
<sambas> melasut,<id> cepat
<id> cepat,<sambas> capat
<sambas> capat,<id> cepat
<id> sisa,<sambas> keraddak
<sambas> keraddak,<id> sisa
<id> cembung,<sambas> cambong
<sambas> cambong,<id> cembung
<id> aneh aneh,<sambas> endah-endah
<sambas> endah-endah,<id> aneh aneh
<id> makan lalap,<sambas> ngullam
<sambas> ngullam,<id> makan lalap
<id> lalapan,<sambas> ullaman
<sambas> ullaman,<id> lalapan
<id> ngeri,<sambas> ngarre'
<sambas> ngarre',<id> ngeri
<id> ngeri,<sambas> ngarrek
<sambas> ngarrek,<id> ngeri
<id> menjuntai,<sambas> kelek-kelek
<sambas> kelek-kelek,<id> menjuntai
<id> keranjang besar,<sambas> baka'
<sambas> baka',<id> keranjang besar
<id> membersikan gigi,<sambas> ningnga'
<sambas> ningnga',<id> membersikan gigi
<id> membersikan gigi,<sambas> ningngak
<sambas> ningngak,<id> membersikan gigi
<id> gendut,<sambas> gammok
<sambas> gammok,<id> gendut
<id> sate,<sambas> sate'
<sambas> sate',<id> sate
<id> sate,<sambas> satek
<sambas> satek,<id> sate
<id> ibu,<sambas> ummak
<sambas> ummak,<id> ibu
<id> sok tahu,<sambas> sok tau
<sambas> sok tau,<id> sok tahu
<id> batas ruas,<sambas> bukko'
<sambas> bukko',<id> batas ruas
<id> batas ruas,<sambas> bukkok
<sambas> bukkok,<id> batas ruas
<id> pergi keladang,<sambas> kume
<sambas> kume,<id> pergi keladang
<id> pergi keladang,<sambas> ke ume
<sambas> ke ume,<id> pergi keladang
<id> memamerkan,<sambas> ngedehkan
<sambas> ngedehkan,<id> memamerkan
<id> mabuk,<sambas> mabok
<sambas> mabok,<id> mabuk
<id> udara,<sambas> angin
<sambas> angin,<id> udara
<id> bentang,<sambas> lampar
<sambas> lampar,<id> bentang
<id> bentang,<sambas> bantang
<sambas> bantang,<id> bentang
<id> kegatalan,<sambas> kegatalan
<sambas> kegatalan,<id> kegatalan
<id> berhenti,<sambas> taem
<sambas> taem,<id> berhenti
<id> ayunan,<sambas> uwak'an
<sambas> uwak'an,<id> ayunan
<id> ayunan,<sambas> ayonan
<sambas> ayonan,<id> ayunan
<id> ayam jago,<sambas> ayam jogok
<sambas> ayam jogok,<id> ayam jago
<id> pemotong kepala,<sambas> peneget
<sambas> peneget,<id> pemotong kepala
<id> tidak berguna,<sambas> pakke
<sambas> pakke,<id> tidak berguna
<id> basah,<sambas> basa'
<sambas> basa',<id> basah
<id> basah,<sambas> basak
<sambas> basak,<id> basah
<id> hari ini,<sambas> ari ito'
<sambas> ari ito',<id> hari ini
<id> hari ini,<sambas> ari ittok
<sambas> ari ittok,<id> hari ini
